fp,gp,y0p,fc,gc,y0c,fw,gw,y0w
-3.0806150119711741e-12,,,3.8384991792507359e-12,,,-0.14724278275966488,,
-1.104872465606447e-11,,,1.6395886696340635e-12,,,-0.057920952284148432,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
-2.5128728394217902e-11,,,-3.6715246785316387e-12,,,0.073459259956077841,,
9.1281338684208312e-12,,,7.1400623732322007e-12,,,-0.014737839550254147,,
-1.4843689973946126e-11,,,-1.717538098277062e-12,,,-0.11725754997035077,,
-2.385759155948505e-11,,,5.0794031977414344e-13,,,-0.064158692169514087,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
-1.9844308293604267e-11,,,-2.6470970123140831e-13,,,0.11541657055252952,,
-2.7391747986648819e-12,,,6.100838190387008e-12,,,0.068346251039896666,,
-3.2785781456404449e-11,,,9.6327998422609336e-13,,,-0.068974571381471075,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
-3.1556175459809896e-11,,,2.1632415107384741e-12,,,0.14955779212861123,,
-6.0819492714422538e-11,,,3.1213044570608611e-12,,,0.046006798677764423,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
-1.1543359272097936e-10,,,-2.8919330738728403e-12,,,0.12630297447314887,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
-7.9410542929863599e-12,,,2.8075844459015432e-12,,,0.26351779391913216,,
-1.3677150958444517e-11,,,-8.3069612658502122e-12,,,-0.10606923066612632,,
-1.0256679579618235e-11,,,-4.9112607795685747e-13,,,-0.13277193286006134,,
3.0032908290467508e-12,,,-3.9492342718960288e-12,,,0.04790048017365104,,
-1.687652433156132e-11,,,-1.3955344938658604e-12,,,-0.02299949306586898,,
-2.4698158085576629e-11,,,-2.0184857209094394e-12,,,0.084816929921268894,,
-8.2961607984195019e-12,,,-8.9206144444721079e-12,,,-0.029084375246237641,,
-1.8782550746806203e-11,,,-2.7348957096470698e-12,,,-0.077885712962965162,,
3.4244069805588723e-11,,,2.8738823108373015e-12,,,0.029237232951234642,,
